t_key,t_koreanorg,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^action_tooltip_action_0055^,^장갑 꺼내기^,^^,^^,^Gather Gloves^,^^,^^
^action_tooltip_action_0056^,^장비 꺼내기^,^^,^^,^Take Equipment^,^^,^^
^action_tooltip_action_0057^,^장치 조작^,^^,^^,^Use Device^,^^,^^
^action_tooltip_action_0058^,^식량 전달^,^^,^^,^Deliver Supplies^,^^,^^
^action_tooltip_action_0059^,^정수 마시기^,^^,^^,^Drink Essence^,^^,^^
^action_tooltip_action_0060^,^제단 작동^,^^,^^,^Use Altar^,^^,^^
^action_tooltip_action_0061^,^제단에 불 피우기^,^^,^^,^Light Altar Fire^,^^,^^
^action_tooltip_action_0062^,^제어장치 무력화시키기^,^^,^^,^Disable Device^,^^,^^
^action_tooltip_action_0063^,^파괴하기^,^^,^^,^Destroy^,^^,^^
^action_tooltip_action_0069^,^종 울리기^,^^,^^,^Ring Bell^,^^,^^
^action_tooltip_action_0070^,^주민에게 식수 공급^,^^,^^,^Provide Water^,^^,^^
^action_tooltip_action_0071^,^지팡이 줍기^,^^,^^,^Take Staff^,^^,^^
^action_tooltip_action_0072^,^진실의 거울 사용하기^,^^,^^,^Use Truth Mirror^,^^,^^
^action_tooltip_action_0073^,^케플리싱어 구출^,^^,^^,^Rescue Chapley Singer^,^^,^^
^action_tooltip_action_0074^,^탁본 뜨기^,^^,^^,^Make Rubbing^,^^,^^
^action_tooltip_action_0075^,^포로 구출하기^,^^,^^,^Rescue Prisoners^,^^,^^
^action_tooltip_action_0076^,^폭탄 던지기^,^^,^^,^Throw Bomb^,^^,^^
^action_tooltip_action_0077^,^횃불 붙이기^,^^,^^,^Light^,^^,^^
^action_tooltip_action_0078^,^훔치는 중^,^^,^^,^Steal^,^^,^^
^action_tooltip_action_0079^,^오브 작동^,^^,^^,^Use Orb^,^^,^^
^action_tooltip_action_0080^,^술통^,^^,^^,^Alcohol Barrel^,^^,^^
^action_tooltip_action_0081^,^쇠사슬^,^^,^^,^Iron Chain^,^^,^^
^action_tooltip_action_0082^,^투명^,^^,^^,^Transparent^,^^,^^
^action_tooltip_action_0083^,^마차^,^^,^^,^Wagon^,^^,^^
^action_tooltip_action_0084^,^수로문^,^^,^^,^Waterway Door^,^^,^^
^action_tooltip_action_0085^,^호수문^,^^,^^,^Lake Door^,^^,^^
^action_tooltip_action_0086^,^조각상 놓기^,^^,^^,^Place Statue^,^^,^^
^action_tooltip_action_0087^,^강화석 작동^,^^,^^,^Use Enhancement Stone^,^^,^^
^action_tooltip_action_0088^,^쇠창살^,^^,^^,^Iron Bars^,^^,^^
^action_tooltip_action_0089^,^지팡이 줍는 중^,^^,^^,^Picking Up Canes^,^^,^^
^action_tooltip_action_0090^,^나무 살리기^,^^,^^,^Revive Tree^,^^,^^
^action_tooltip_action_0091^,^포탄 넣기^,^^,^^,^Load Cannon^,^^,^^
^action_tooltip_action_0092^,^작동하기^,^^,^^,^Use^,^^,^^
^action_tooltip_action_0093^,^장치 조작하기^,^^,^^,^Use Device^,^^,^^
^action_tooltip_action_0094^,^조작 중^,^^,^^,^Using^,^^,^^
^action_tooltip_action_0095^,^조작하기^,^^,^^,^Use^,^^,^^
^action_tooltip_break_0001^,^광차 파괴^,^^,^^,^Destroy Cart^,^^,^^
^action_tooltip_break_0002^,^기중기 파괴^,^^,^^,^Destroy Crane^,^^,^^
^action_tooltip_break_0003^,^마법석 무력화^,^^,^^,^Neutralize Magic Stone^,^^,^^
^action_tooltip_break_0004^,^오염된 광석 파괴^,^^,^^,^Destroy Contaminated ore^,^^,^^
^action_tooltip_break_0005^,^장치 파괴^,^^,^^,^Destroy Device^,^^,^^
^action_tooltip_break_0006^,^제단 파괴^,^^,^^,^Destroy Altar^,^^,^^
^action_tooltip_break_0007^,^조리기구 파괴^,^^,^^,^Destroy Cooking Tools^,^^,^^
^action_tooltip_break_0008^,^채굴 장비 파괴하기^,^^,^^,^Destroy Equipment^,^^,^^
^action_tooltip_break_0009^,^파괴하기^,^^,^^,^Destroy^,^^,^^
^action_tooltip_break_0010^,^항아리 깨기^,^^,^^,^Break Pot^,^^,^^
^action_tooltip_break_0011^,^강화장치 파괴^,^^,^^,^Destroy Enhancement Device^,^^,^^
^action_tooltip_break_0012^,^강화장치 파괴^,^^,^^,^Destroy Enhancement Device^,^^,^^
^action_tooltip_break_0015^,^목책 파괴^,^^,^^,^Destroy Wooden Fence^,^^,^^
^action_tooltip_break_0016^,^속성석 파괴^,^^,^^,^Destroy Attribute Stone^,^^,^^
^action_tooltip_break_0017^,^감시탑 파괴^,^^,^^,^Destroy Watchtower^,^^,^^
^action_tooltip_break_0018^,^마법석 파괴^,^^,^^,^Dispelling Sigil^,^^,^^
^action_tooltip_break_0019^,^파괴하기^,^^,^^,^Destroy^,^^,^^
^action_tooltip_break_0020^,^둥지 파괴^,^^,^^,^Destroy Nest^,^^,^^
^action_tooltip_break_0021^,^폭탄 설치^,^^,^^,^Plant Bomb^,^^,^^
^action_tooltip_clear_0001^,^강화진 해제^,^^,^^,^Dispel Ritual Circle^,^^,^^
^action_tooltip_clear_0002^,^결계 해제하기^,^^,^^,^Disable Barrier^,^^,^^
^action_tooltip_clear_0003^,^봉인석 파괴^,^^,^^,^Destroy Seal Stone^,^^,^^
^action_tooltip_clear_0004^,^트라누아 봉인해제^,^^,^^,^Unseal Tranua^,^^,^^
^action_tooltip_clear_0005^,^생성체 해제하기^,^^,^^,^Remove Source^,^^,^^
^action_tooltip_collect_0001^,^건물 자재 수집^,^^,^^,^Gather Building Materials^,^^,^^
^action_tooltip_collect_0002^,^고깃덩어리 수집^,^^,^^,^Gather Meat^,^^,^^
^action_tooltip_collect_0003^,^고서 회수^,^^,^^,^Retrieve Ancient Book^,^^,^^
^action_tooltip_collect_0004^,^광석 잔해 수거^,^^,^^,^Collect Shard^,^^,^^
^action_tooltip_collect_0005^,^광석 채집^,^^,^^,^Gather Ore^,^^,^^
^action_tooltip_collect_0006^,^그리폰 알 회수하기^,^^,^^,^Take Griffin Egg^,^^,^^
^action_tooltip_collect_0007^,^그리폰 알 획득^,^^,^^,^Obtain Griffin Egg^,^^,^^
^action_tooltip_collect_0008^,^그물 거두기^,^^,^^,^Haul in Net^,^^,^^
^action_tooltip_collect_0009^,^금광석 회수하기^,^^,^^,^Take Gold^,^^,^^
^action_tooltip_collect_0010^,^꽃 채집하기^,^^,^^,^Pick Flower^,^^,^^
^action_tooltip_collect_0011^,^돌 채취^,^^,^^,^Gather Rocks^,^^,^^
^action_tooltip_collect_0012^,^마법구 파괴^,^^,^^,^Destroy Magic Orb^,^^,^^
^action_tooltip_collect_0013^,^망치 획득^,^^,^^,^Take Hammer^,^^,^^
^action_tooltip_collect_0014^,^머리 석상 수거하기^,^^,^^,^Collect Statue Head^,^^,^^
^action_tooltip_collect_0015^,^명찰 회수하기^,^^,^^,^Retrieve Name Tag^,^^,^^
^action_tooltip_collect_0016^,^무명초 채집^,^^,^^,^Gather Nameless Plant^,^^,^^
^action_tooltip_collect_0017^,^밀 포대 회수하기^,^^,^^,^Retrieve Wheat Sack^,^^,^^
^action_tooltip_collect_0018^,^벌집 수거하기^,^^,^^,^Harvest Beehive^,^^,^^
^action_tooltip_collect_0019^,^보물 수거하기^,^^,^^,^Collect Treasure^,^^,^^
^action_tooltip_collect_0020^,^부품 확인^,^^,^^,^Collect Parts^,^^,^^
^action_tooltip_collect_0021^,^사체에서 유해 수거하기^,^^,^^,^Collect Remains^,^^,^^
^action_tooltip_collect_0022^,^도구 수집^,^^,^^,^Gather Tools^,^^,^^
^action_tooltip_collect_0023^,^상자 회수하기^,^^,^^,^Retrieve Box^,^^,^^
^action_tooltip_collect_0024^,^상자 획득^,^^,^^,^Get Box^,^^,^^
^action_tooltip_collect_0025^,^석재 수집 중^,^^,^^,^Collecting Stone^,^^,^^
^action_tooltip_collect_0026^,^수집하기^,^^,^^,^Collect^,^^,^^
^action_tooltip_collect_0027^,^시신 회수^,^^,^^,^Retrieve Corpse^,^^,^^
^action_tooltip_collect_0028^,^식량자루 수집^,^^,^^,^Gather Food^,^^,^^
^action_tooltip_collect_0029^,^씨앗자루 수집^,^^,^^,^Collect Seed Sack^,^^,^^
^action_tooltip_collect_0030^,^알 수집^,^^,^^,^Collect Egg^,^^,^^
^action_tooltip_collect_0031^,^오르 광석 회수하기^,^^,^^,^Retrieve Oreum^,^^,^^
^action_tooltip_collect_0032^,^옷 수거^,^^,^^,^Collect Clothes^,^^,^^
^action_tooltip_collect_0033^,^유골 회수하기^,^^,^^,^Gather Remains^,^^,^^
^action_tooltip_collect_0034^,^자재 수거^,^^,^^,^Take Materials^,^^,^^
^action_tooltip_collect_0035^,^잘려진 팔 수거하기^,^^,^^,^Take Arm^,^^,^^
^action_tooltip_collect_0036^,^잡화 수거^,^^,^^,^Collect Goods^,^^,^^
^action_tooltip_collect_0037^,^장난감 수거^,^^,^^,^Take Toy^,^^,^^
^action_tooltip_collect_0038^,^채소 챙기기^,^^,^^,^Take Vegetable^,^^,^^
^action_tooltip_collect_0039^,^채집^,^^,^^,^Gather^,^^,^^
^action_tooltip_collect_0040^,^책 획득^,^^,^^,^Obtain Book^,^^,^^
^action_tooltip_collect_0041^,^폭탄 수집^,^^,^^,^Collect Bomb^,^^,^^
^action_tooltip_collect_0042^,^표식 수거^,^^,^^,^Collect Mark^,^^,^^
^action_tooltip_collect_0043^,^향초 채집^,^^,^^,^Gather Herb^,^^,^^
^action_tooltip_collect_0044^,^호박 따기^,^^,^^,^Pick Pumpkin^,^^,^^
^action_tooltip_collect_0046^,^불새 알 회수^,^^,^^,^Retrieve Fire Bird's Egg^,^^,^^
^action_tooltip_collect_0047^,^수집하기^,^^,^^,^Collect^,^^,^^
^action_tooltip_collect_0048^,^악보 회수^,^^,^^,^Retrieve Music^,^^,^^
^action_tooltip_collect_0049^,^수집 중^,^^,^^,^Collect^,^^,^^
^action_tooltip_collect_0050^,^상자 열기^,^^,^^,^Open^,^^,^^
^action_tooltip_collect_0051^,^채집 중^,^^,^^,^GatheRing^,^^,^^
^action_tooltip_collect_0052^,^채집 하기^,^^,^^,^Gather^,^^,^^
^action_tooltip_collect_0053^,^채집하기^,^^,^^,^Gather^,^^,^^
^action_tooltip_collect_0054^,^물품 회수^,^^,^^,^Collect^,^^,^^
^action_tooltip_collect_0055^,^회수하기^,^^,^^,^Collect^,^^,^^
^action_tooltip_collect_0056^,^버섯 포자 채집하기^,^^,^^,^Gather Spore^,^^,^^
^action_tooltip_collect_0057^,^유물 수거^,^^,^^,^Collect Relic^,^^,^^
^action_tooltip_instill_0001^,^기둥 작동하기^,^^,^^,^Use Pillar^,^^,^^
^action_tooltip_instill_0002^,^기운 불어넣기^,^^,^^,^Infuse^,^^,^^
^action_tooltip_look_0001^,^관 확인^,^^,^^,^Check Coffin^,^^,^^
^action_tooltip_look_0002^,^광차 확인^,^^,^^,^Check Cart^,^^,^^
^action_tooltip_look_0003^,^마법구 확인^,^^,^^,^Check Ward^,^^,^^
^action_tooltip_look_0004^,^묘석 조사하기^,^^,^^,^Examine Tombstone^,^^,^^
^action_tooltip_look_0005^,^묘석 확인^,^^,^^,^Check Tombstone^,^^,^^
^action_tooltip_look_0006^,^문서 확인^,^^,^^,^Check Document^,^^,^^
^action_tooltip_look_0007^,^발자국 확인하기^,^^,^^,^Check Footprints^,^^,^^
^action_tooltip_look_0008^,^배설물 확인하기^,^^,^^,^Check excretion^,^^,^^
^action_tooltip_look_0009^,^사체 살펴보기^,^^,^^,^Examine Corpse^,^^,^^
^action_tooltip_look_0010^,^상자 뒤지기^,^^,^^,^Search Container^,^^,^^
^action_tooltip_look_0011^,^석상 확인^,^^,^^,^Check Stone Statue^,^^,^^
^action_tooltip_look_0012^,^석판 확인^,^^,^^,^Check Slate^,^^,^^
^action_tooltip_look_0013^,^소지품 확인^,^^,^^,^Search Body^,^^,^^
^action_tooltip_look_0014^,^시신 확인^,^^,^^,^Check Corpse^,^^,^^
^action_tooltip_look_0015^,^시신 확인^,^^,^^,^Check Corpse^,^^,^^
^action_tooltip_look_0016^,^시체 확인하기^,^^,^^,^Check Corpse^,^^,^^
^action_tooltip_look_0017^,^시체 확인^,^^,^^,^Check Corpse^,^^,^^
^action_tooltip_look_0018^,^식량 포대 확인^,^^,^^,^Check Food Sack^,^^,^^
^action_tooltip_look_0019^,^악보 확인^,^^,^^,^Check Music Sheet^,^^,^^
^action_tooltip_look_0020^,^역병 흔적 조사하기^,^^,^^,^Examine Carcass^,^^,^^
^action_tooltip_look_0021^,^우물 확인^,^^,^^,^Check Well^,^^,^^
^action_tooltip_look_0022^,^일기 조사하기^,^^,^^,^Examine Diary^,^^,^^
^action_tooltip_look_0023^,^짐 조사하기^,^^,^^,^Examine^,^^,^^
^action_tooltip_look_0024^,^채소통 확인^,^^,^^,^Check Bucket^,^^,^^
^action_tooltip_look_0025^,^통 뒤지기^,^^,^^,^Search Container^,^^,^^
^action_tooltip_look_0026^,^확인하기^,^^,^^,^Check^,^^,^^
^action_tooltip_look_0027^,^게시판 확인^,^^,^^,^Check Board^,^^,^^
^action_tooltip_look_0028^,^경보구 확인^,^^,^^,^Check^,^^,^^
^action_tooltip_melt_0001^,^녹이기^,^^,^^,^Melt^,^^,^^
^action_tooltip_melt_0002^,^눈 녹이기^,^^,^^,^Melt Frost^,^^,^^
^action_tooltip_mine_0001^,^구리 캐기^,^^,^^,^Mine Copper^,^^,^^
^action_tooltip_mine_0002^,^금 캐기^,^^,^^,^Mine Gold^,^^,^^
^action_tooltip_mine_0003^,^다이아몬드 캐기^,^^,^^,^Mine Diamond^,^^,^^
^action_tooltip_mine_0004^,^드라고니움 캐기^,^^,^^,^Mine Dragonite^,^^,^^
^action_tooltip_mine_0005^,^루샤인 꽃 캐기^,^^,^^,^Pick Rooshine Flower^,^^,^^
^action_tooltip_mine_0006^,^미스릴 캐기^,^^,^^,^Mine Mithril^,^^,^^
^action_tooltip_mine_0007^,^상자 열기^,^^,^^,^Open^,^^,^^
^action_tooltip_mine_0008^,^브라카르 약초 채집^,^^,^^,^Gather Brakarr herb^,^^,^^
^action_tooltip_mine_0009^,^사파이어 캐기^,^^,^^,^Mine Sapphire^,^^,^^
^action_tooltip_mine_0010^,^서리풀 채집^,^^,^^,^Gather Frost Plant^,^^,^^
^action_tooltip_mine_0011^,^세이지 풀 캐기^,^^,^^,^Pick Sage Grass^,^^,^^
^action_tooltip_mine_0012^,^수액 채취^,^^,^^,^Gather Sap^,^^,^^
^action_tooltip_mine_0013^,^아다만티움 캐기^,^^,^^,^Mine Adamantite^,^^,^^
^action_tooltip_mine_0014^,^안개풀 채집^,^^,^^,^Gather Hazeweed^,^^,^^
^action_tooltip_mine_0015^,^약초 채집^,^^,^^,^Gather Herbs^,^^,^^
^action_tooltip_mine_0016^,^에메랄드 캐기^,^^,^^,^Mine Emerald^,^^,^^
^action_tooltip_mine_0017^,^엑자리움 캐기^,^^,^^,^Mine Exarium^,^^,^^
^action_tooltip_mine_0018^,^영혼초 채집^,^^,^^,^Gather Soul Herb^,^^,^^
^action_tooltip_mine_0019^,^은 캐기^,^^,^^,^Mine Silver^,^^,^^
^action_tooltip_mine_0020^,^자수정 캐기^,^^,^^,^Mine Amethyst^,^^,^^
^action_tooltip_mine_0021^,^자연초 수집^,^^,^^,^Gather Native Grass^,^^,^^
^action_tooltip_mine_0022^,^정수 채집하기^,^^,^^,^Gather Essence^,^^,^^
^action_tooltip_mine_0023^,^철 캐기^,^^,^^,^Mine Iron^,^^,^^
^action_tooltip_mine_0024^,^체르파 눈꽃 캐기^,^^,^^,^Pick Cherpa Snow Flower^,^^,^^
^action_tooltip_mine_0025^,^쿠르 뿌리 캐기^,^^,^^,^Dig Out Koor Roots^,^^,^^
^action_tooltip_mine_0026^,^테리문 마법초 캐기^,^^,^^,^Pick Taramun Herb^,^^,^^
^action_tooltip_mine_0027^,^투랄리움 캐기^,^^,^^,^Mine Turalium^,^^,^^
^action_tooltip_mine_0028^,^포리온 버섯 캐기^,^^,^^,^Pick Poron Mushroom^,^^,^^
^action_tooltip_mine_0029^,^피의 꽃 채집^,^^,^^,^Gather Bloodbloom^,^^,^^
^action_tooltip_mine_0030^,^수정초 수집^,^^,^^,^Gather Crystal Grass^,^^,^^
^action_tooltip_mine_0031^,^이슬초 수집^,^^,^^,^Gather Dew Leaf^,^^,^^
^action_tooltip_mine_0032^,^케로움 캐기^,^^,^^,^Mine Keroum^,^^,^^
^action_tooltip_mine_0033^,^영기 수집^,^^,^^,^Gather Aura^,^^,^^
^action_tooltip_mine_0034^,^신성한 빛 수집^,^^,^^,^Gather Sacred Light^,^^,^^
^action_tooltip_mine_0035^,^신성한 기운 수집^,^^,^^,^Gather Sacred Energy^,^^,^^
^action_tooltip_mine_0036^,^거미줄 채집^,^^,^^,^Gather Spiderweb^,^^,^^
^action_tooltip_mine_0037^,^엘리움 광석 캐기^,^^,^^,^Mine Ellium Ore^,^^,^^
^action_tooltip_open_0001^,^문 열기^,^^,^^,^Open Door^,^^,^^
^action_tooltip_open_0003^,^보물 상자 열기^,^^,^^,^Open Chest^,^^,^^
^action_tooltip_open_0004^,^상자 열기^,^^,^^,^Open^,^^,^^
^action_tooltip_open_0006^,^상자 조사하기^,^^,^^,^Open^,^^,^^
^action_tooltip_open_0007^,^감옥 열기^,^^,^^,^Open Cell^,^^,^^
^action_tooltip_open_0008^,^우리 열기^,^^,^^,^Open Cage^,^^,^^
^action_tooltip_open_0009^,^우리 열기^,^^,^^,^Open Cage^,^^,^^
^action_tooltip_open_0010^,^유물 상자 열기^,^^,^^,^Open Relic Box^,^^,^^
^action_tooltip_open_0011^,^자물쇠 열기^,^^,^^,^Unlock^,^^,^^
^action_tooltip_open_0012^,^철문 열기^,^^,^^,^Open Iron Gate^,^^,^^
^action_tooltip_open_0013^,^철창 열기^,^^,^^,^Open Steel Bars^,^^,^^
^action_tooltip_open_0014^,^철창문 열기^,^^,^^,^Open Steel Door^,^^,^^
^action_tooltip_open_0015^,^알현실 문^,^^,^^,^Audience Chamber Door^,^^,^^
^action_tooltip_open_0016^,^쇠창살^,^^,^^,^Iron Bars^,^^,^^
^action_tooltip_open_0017^,^감옥 열기^,^^,^^,^Open Cell^,^^,^^
^action_tooltip_open_0018^,^철문 열기^,^^,^^,^Open Iron Gate^,^^,^^
^action_tooltip_open_0019^,^순례자의 길^,^^,^^,^Pilgrim's Path^,^^,^^
^action_tooltip_open_0020^,^수행자의 길^,^^,^^,^Acolyte's Path^,^^,^^
^action_tooltip_open_0021^,^상자 열기^,^^,^^,^Open^,^^,^^
^action_tooltip_open_0022^,^상자 안 조사하기^,^^,^^,^Search Container^,^^,^^
^action_tooltip_open_0023^,^상자 확인^,^^,^^,^Search Container^,^^,^^
^action_tooltip_open_0024^,^상자 열기^,^^,^^,^Open^,^^,^^
^action_tooltip_open_0025^,^신석의 궤 열기^,^^,^^,^Open Stone Chest^,^^,^^
^action_tooltip_refair_0001^,^고치기^,^^,^^,^Repair^,^^,^^
^action_tooltip_refair_0002^,^덫 보수하기^,^^,^^,^Repair Trap^,^^,^^
^action_tooltip_refair_0003^,^벌목꾼 치료^,^^,^^,^Treat Woodcutter^,^^,^^
^action_tooltip_refair_0004^,^벌목꾼 치료^,^^,^^,^Treat Woodcutter^,^^,^^
^action_tooltip_refair_0005^,^복구하기^,^^,^^,^Restore^,^^,^^
^action_tooltip_refair_0006^,^비행석 복구하기^,^^,^^,^Restore Statue^,^^,^^
^action_tooltip_refair_0007^,^수리하기^,^^,^^,^Repair^,^^,^^
^action_tooltip_refair_0008^,^수호진 복구^,^^,^^,^Restore Guardian Stone^,^^,^^
^action_tooltip_refair_0009^,^수리하기^,^^,^^,^Repair^,^^,^^
^action_tooltip_refair_0010^,^작동하기^,^^,^^,^Repair^,^^,^^
^action_tooltip_remove_0001^,^거미줄 제거^,^^,^^,^Destroy Spiderweb^,^^,^^
^action_tooltip_remove_0002^,^폭탄 제거^,^^,^^,^Remove Bomb^,^^,^^
^action_tooltip_remove_0003^,^마법진 해제^,^^,^^,^Dispel Sigil^,^^,^^
^action_tooltip_remove_0004^,^채집^,^^,^^,^Remove^,^^,^^
^action_tooltip_seal_0001^,^광폭의 힘 봉인^,^^,^^,^Seal Furious Power^,^^,^^
^action_tooltip_seal_0002^,^그림자의 힘 봉인^,^^,^^,^Seal Dark Power^,^^,^^
^action_tooltip_take_0001^,^눈 받기^,^^,^^,^Gather Frost^,^^,^^
^action_tooltip_take_0002^,^물고기 잡기^,^^,^^,^Check Trap^,^^,^^
^action_tooltip_action_0096^,^아이템 줍기^,^^,^^,^Loot Item^,^^,^^
^action_tooltip_action_0097^,^대화하기^,^^,^^,^CHat^,^^,^^
^action_tooltip_action_0098^,^사용하기^,^^,^^,^Use^,^^,^^
^action_tooltip_action_0099^,^내용 읽기^,^^,^^,^Read Contents^,^^,^^
^action_tooltip_action_0100^,^포탈사용^,^^,^^,^Use Shrine^,^^,^^
^action_tooltip_action_0101^,^징표 올려놓기^,^^,^^,^Place Mark^,^^,^^
^action_tooltip_action_0102^,^들여다보기^,^^,^^,^Take A Peek^,^^,^^
^action_tooltip_action_0103^,^지뢰 작동^,^^,^^,^Use Mine^,^^,^^
^action_tooltip_action_0104^,^빛의 열매 사용^,^^,^^,^Use Shimmerfruit^,^^,^^
^action_tooltip_action_0105^,^절구 사용^,^^,^^,^Use Mortar^,^^,^^
^action_tooltip_action_0106^,^화살 회수^,^^,^^,^Retrieve Bolts^,^^,^^
^action_tooltip_action_0107^,^화살 채우기^,^^,^^,^Load Bolt^,^^,^^
^action_tooltip_action_0108^,^약 전달하기^,^^,^^,^Deliver Medicine^,^^,^^
^action_tooltip_collect_0058^,^수거하기^,^^,^^,^Collect^,^^,^^
^action_tooltip_remove_0005^,^독초 제거^,^^,^^,^Remove^,^^,^^
^action_tooltip_collect_0059^,^휘장 수거하기^,^^,^^,^Take Medallion^,^^,^^
^action_tooltip_clear_0006^,^해독제 사용하기^,^^,^^,^Use Antidote^,^^,^^
^action_tooltip_choice_1^,^선택하기^,^^,^^,^Select^,^^,^^
^action_tooltip_action_0109^,^마석 각인^,^^,^^,^Engrave Manastone^,^^,^^
^action_tooltip_look_0029^,^유물함 확인하기^,^^,^^,^Check A Reliquary^,^^,^^
^action_tooltip_collect_0060^,^구급약 수거^,^^,^^,^Collect A First Aid Kit^,^^,^^
^action_tooltip_remove_0006^,^나뭇가지 제거^,^^,^^,^Clear Branches^,^^,^^
^action_tooltip_action_0110^,^횃불 획득^,^^,^^,^Obtain A Torch^,^^,^^
