t_key,t_koreanorg,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^gage_action_0070^,^주민에게 식수 공급^,^^,^^,^Provide Water^,^^,^^
^gage_action_0071^,^지팡이 줍는 중^,^^,^^,^Taking Staff^,^^,^^
^gage_action_0072^,^진실의 거울 사용 중^,^^,^^,^Using Truth Mirror^,^^,^^
^gage_action_0073^,^케플리싱어 구출^,^^,^^,^Rescuing Chapley Singer^,^^,^^
^gage_action_0074^,^탁본 뜨기^,^^,^^,^Make Rubbing^,^^,^^
^gage_action_0075^,^포로 구출하는 중^,^^,^^,^Rescuing Prisoners^,^^,^^
^gage_action_0076^,^폭탄 던지기^,^^,^^,^Throw Bomb^,^^,^^
^gage_action_0077^,^횃불 붙이는 중^,^^,^^,^Lighting^,^^,^^
^gage_action_0078^,^훔치는 중^,^^,^^,^Stealing^,^^,^^
^gage_action_0079^,^지뢰 작동 중^,^^,^^,^Using Mine^,^^,^^
^gage_action_0080^,^빛의 열매 사용 중^,^^,^^,^Using Shimmerfruit^,^^,^^
^gage_action_0081^,^재료 섞는 중^,^^,^^,^Mixing Ingredients^,^^,^^
^gage_action_0082^,^화살 회수 중^,^^,^^,^Retrieving Bolts^,^^,^^
^gage_action_0083^,^화살 채우는 중^,^^,^^,^Loading Bolt^,^^,^^
^gage_action_0084^,^강화약 나눠는 중^,^^,^^,^Dividing Battlefield Potion^,^^,^^
^gage_break_0001^,^광차 파괴^,^^,^^,^Destroy Cart^,^^,^^
^gage_break_0002^,^기중기 파괴^,^^,^^,^Destroy Crane^,^^,^^
^gage_break_0003^,^마법석 파괴^,^^,^^,^Dispelling Sigil^,^^,^^
^gage_break_0004^,^오염된 광석 파괴^,^^,^^,^Destroy Contaminated ore^,^^,^^
^gage_break_0005^,^장치 파괴^,^^,^^,^Destroying Device^,^^,^^
^gage_break_0006^,^제단 파괴^,^^,^^,^Destroy Altar^,^^,^^
^gage_break_0007^,^조리기구 파괴^,^^,^^,^Destroy Cooking Tools^,^^,^^
^gage_break_0008^,^채굴 장비 파괴 중^,^^,^^,^Destroying Equipment^,^^,^^
^gage_break_0009^,^파괴 중^,^^,^^,^Destroying^,^^,^^
^gage_break_0010^,^항아리 깨기^,^^,^^,^Break Pot^,^^,^^
^gage_clear_0001^,^강화진 해제^,^^,^^,^Dispelling Ritual Circle^,^^,^^
^gage_clear_0002^,^결계 해제 중^,^^,^^,^Disabling Barrier^,^^,^^
^gage_clear_0003^,^봉인석 해제^,^^,^^,^Remove Seal Stone^,^^,^^
^gage_clear_0004^,^봉인해제 중^,^^,^^,^Unsealing^,^^,^^
^gage_clear_0005^,^생성체 해제 중^,^^,^^,^Removing Source^,^^,^^
^gage_collect_0001^,^건물 자재 수집^,^^,^^,^Gather Building Materials^,^^,^^
^gage_collect_0002^,^고깃덩어리 수집^,^^,^^,^GatheRing Meat^,^^,^^
^gage_collect_0003^,^고서 회수^,^^,^^,^Retrieve Ancient Book^,^^,^^
^gage_collect_0004^,^광석 잔해 수거 중^,^^,^^,^Collecting Shard^,^^,^^
^gage_collect_0005^,^광석 채집^,^^,^^,^GatheRing Ore^,^^,^^
^gage_collect_0006^,^그리폰 알 회수 중^,^^,^^,^Taking Griffin Egg^,^^,^^
^gage_collect_0007^,^그리폰 알 획득^,^^,^^,^Obtaining Griffin Egg^,^^,^^
^gage_collect_0008^,^그물 거두기^,^^,^^,^Hauling in Net^,^^,^^
^gage_collect_0009^,^금광석 회수 중^,^^,^^,^Taking Gold^,^^,^^
^gage_collect_0010^,^꽃 채집 중^,^^,^^,^Picking Flower^,^^,^^
^gage_collect_0011^,^돌 채취 중^,^^,^^,^GatheRing Rock^,^^,^^
^gage_collect_0012^,^마법구 회수^,^^,^^,^Retrieve Magic Orb^,^^,^^
^gage_collect_0013^,^망치 획득^,^^,^^,^Taking Hammer^,^^,^^
^gage_collect_0014^,^머리 석상 수거 중^,^^,^^,^Collecting Statue Head^,^^,^^
^gage_collect_0015^,^명찰 회수 중^,^^,^^,^Retrieving Name Tag^,^^,^^
^gage_collect_0016^,^무명초 채집 중^,^^,^^,^GatheRing Nameless Plant^,^^,^^
^gage_collect_0017^,^밀 포대 회수 중^,^^,^^,^Retrieving Wheat Sack^,^^,^^
^gage_collect_0018^,^벌집 수거 중^,^^,^^,^Harvesting Beehive^,^^,^^
^gage_collect_0019^,^보물 수거 중^,^^,^^,^Collecting Treasure^,^^,^^
^gage_collect_0020^,^부품 수집^,^^,^^,^Collecting Parts^,^^,^^
^gage_collect_0021^,^사체에서 유해 수거 중^,^^,^^,^Collecting Remains^,^^,^^
^gage_collect_0022^,^상자 수집^,^^,^^,^GatheRing Tools^,^^,^^
^gage_collect_0023^,^상자 회수 중^,^^,^^,^Retrieving Box^,^^,^^
^gage_collect_0024^,^상자 획득^,^^,^^,^Get Box^,^^,^^
^gage_collect_0025^,^석재 수집 중^,^^,^^,^Collecting Stone^,^^,^^
^gage_collect_0026^,^수집 중^,^^,^^,^Collecting^,^^,^^
^gage_collect_0027^,^시신 회수^,^^,^^,^Retrieve Corpse^,^^,^^
^gage_collect_0028^,^식량자루 수집^,^^,^^,^GatheRing Food^,^^,^^
^gage_collect_0029^,^씨앗자루 수집^,^^,^^,^Collecting Seed Sack^,^^,^^
^gage_collect_0030^,^알 수집^,^^,^^,^Collecting Egg^,^^,^^
^gage_collect_0031^,^오르 광석 회수 중^,^^,^^,^Retrieving Oreum^,^^,^^
^gage_collect_0032^,^옷 수거 중^,^^,^^,^Collecting Clothes^,^^,^^
^gage_collect_0033^,^유골 회수 중^,^^,^^,^GatheRing Remains^,^^,^^
^gage_collect_0034^,^자재 상자 수거 중^,^^,^^,^Taking Materials^,^^,^^
^gage_collect_0035^,^잘려진 팔 수거 중^,^^,^^,^Taking Arm^,^^,^^
^gage_collect_0036^,^잡화 수거 중^,^^,^^,^Collecting Goods^,^^,^^
^gage_collect_0037^,^장난감 수거 중^,^^,^^,^Taking Toy^,^^,^^
^gage_collect_0038^,^채소 챙기기^,^^,^^,^Take Vegetable^,^^,^^
^gage_collect_0039^,^채집 중^,^^,^^,^GatheRing^,^^,^^
^gage_collect_0040^,^책 획득^,^^,^^,^Obtain Book^,^^,^^
^gage_collect_0041^,^폭탄 수집 중^,^^,^^,^Collecting Bomb^,^^,^^
^gage_collect_0042^,^표식 수거^,^^,^^,^Collect Mark^,^^,^^
^gage_collect_0043^,^향초 채집^,^^,^^,^GatheRing Herb^,^^,^^
^gage_collect_0044^,^호박 따기^,^^,^^,^Picking Pumpkin^,^^,^^
^gage_collect_0045^,^회수 중^,^^,^^,^Collecting^,^^,^^
^gage_collect_0046^,^버섯 포자 채집 중^,^^,^^,^GatheRing Spore^,^^,^^
^gage_collect_0047^,^유물 수거 중^,^^,^^,^Collecting Relic^,^^,^^
^gage_instill_0001^,^기둥에 마력 불어넣기^,^^,^^,^Using Pillar^,^^,^^
^gage_instill_0002^,^기운 불어넣기^,^^,^^,^Infusing^,^^,^^
^gage_look_0001^,^관 확인 중^,^^,^^,^Checking Coffin^,^^,^^
^gage_look_0002^,^광차 확인^,^^,^^,^Check Cart^,^^,^^
^gage_look_0003^,^마법구 확인^,^^,^^,^Checking Ward^,^^,^^
^gage_look_0004^,^묘석 조사하기^,^^,^^,^Examine Tombstone^,^^,^^
^gage_look_0005^,^묘석 확인^,^^,^^,^Check Tombstone^,^^,^^
^gage_look_0006^,^문서 확인^,^^,^^,^Check Document^,^^,^^
^gage_look_0007^,^발자국 조사 중^,^^,^^,^Checking Footprints^,^^,^^
^gage_look_0008^,^배설물 확인하기^,^^,^^,^Check excretion^,^^,^^
^gage_look_0009^,^사체 살펴보는 중^,^^,^^,^Examining Corpse^,^^,^^
^gage_look_0010^,^상자 뒤지기^,^^,^^,^Searching Container^,^^,^^
^gage_look_0011^,^석상 확인 중^,^^,^^,^Checking Stone Statue^,^^,^^
^gage_look_0012^,^석판 확인^,^^,^^,^Check Slate^,^^,^^
^gage_look_0013^,^소지품 확인^,^^,^^,^Searching Body^,^^,^^
^gage_look_0014^,^시신 확인^,^^,^^,^Checking Corpse^,^^,^^
^gage_look_0015^,^시신 확인하기^,^^,^^,^Checking Corpse^,^^,^^
^gage_look_0016^,^시체 조사 중^,^^,^^,^Checking Corpse^,^^,^^
^gage_look_0017^,^시체 확인^,^^,^^,^Checking Corpse^,^^,^^
^gage_look_0018^,^식량 포대 확인^,^^,^^,^Checking Food Sack^,^^,^^
^gage_look_0019^,^악보 확인 중^,^^,^^,^Checking Music Notes^,^^,^^
^gage_look_0020^,^역병 흔적 조사 중^,^^,^^,^Examining Carcass^,^^,^^
^gage_look_0021^,^우물 확인^,^^,^^,^Check Well^,^^,^^
^gage_look_0022^,^읽기 훑어보기^,^^,^^,^Examining Diary^,^^,^^
^gage_look_0023^,^짐 조사 중^,^^,^^,^Examining^,^^,^^
^gage_look_0024^,^채소통 확인^,^^,^^,^Checking Bucket^,^^,^^
^gage_look_0025^,^통 뒤지기^,^^,^^,^Search Container^,^^,^^
^gage_look_0026^,^확인 중^,^^,^^,^Checking^,^^,^^
^gage_melt_0001^,^녹이는 중^,^^,^^,^Melting^,^^,^^
^gage_melt_0002^,^눈 녹이기^,^^,^^,^Melting Frost^,^^,^^
^gage_mine_0001^,^구리 캐는 중^,^^,^^,^Mining Copper^,^^,^^
^gage_mine_0002^,^금 캐는 중^,^^,^^,^Mining Gold^,^^,^^
^gage_mine_0003^,^다이아몬드 캐는 중^,^^,^^,^Mining Diamond^,^^,^^
^gage_mine_0004^,^드라고니움 캐는 중^,^^,^^,^Mining Dragonite^,^^,^^
^gage_mine_0005^,^루샤인 꽃 캐는 중^,^^,^^,^Picking Rooshine flower^,^^,^^
^gage_mine_0006^,^미스릴 캐는 중^,^^,^^,^Mining Mithril^,^^,^^
^gage_mine_0007^,^보석 채집^,^^,^^,^Gather Gems^,^^,^^
^gage_mine_0008^,^브라카르 약초 채집^,^^,^^,^Gather Brakarr herb^,^^,^^
^gage_mine_0009^,^사파이어 캐는 중^,^^,^^,^Mining Sapphire^,^^,^^
^gage_mine_0010^,^서리풀 채집^,^^,^^,^Gather Frost Plant^,^^,^^
^gage_mine_0011^,^세이지 풀 캐는 중^,^^,^^,^Picking Sage Grass^,^^,^^
^gage_mine_0012^,^수액 채취^,^^,^^,^Gather Sap^,^^,^^
^gage_mine_0013^,^아다만티움 캐는 중^,^^,^^,^Mining Adamantium^,^^,^^
^gage_mine_0014^,^안개풀 채집 중^,^^,^^,^GatheRing Hazeweed^,^^,^^
^gage_mine_0015^,^약초 채집^,^^,^^,^GatheRing Herbs^,^^,^^
^gage_mine_0016^,^에메랄드 캐는 중^,^^,^^,^Mining Emerald^,^^,^^
^gage_mine_0017^,^엑자리움 캐는 중^,^^,^^,^Mining Exarium^,^^,^^
^gage_mine_0018^,^영혼초 채집 중^,^^,^^,^GatheRing Soul Herb^,^^,^^
^gage_mine_0019^,^은 캐는 중^,^^,^^,^GatheRing Silver^,^^,^^
^gage_mine_0020^,^자수정 캐는 중^,^^,^^,^GatheRing Amethyst^,^^,^^
^gage_mine_0021^,^자연초 채집^,^^,^^,^Gather native grass^,^^,^^
^gage_mine_0022^,^정수 채집 중^,^^,^^,^GatheRing essence^,^^,^^
^gage_mine_0023^,^철 캐는 중^,^^,^^,^Mining Iron^,^^,^^
^gage_mine_0024^,^체르파 눈꽃 캐는 중^,^^,^^,^Picking Cherpa Snow Flower^,^^,^^
^gage_mine_0025^,^쿠르 뿌리 캐는 중^,^^,^^,^Dig out Koor roots^,^^,^^
^gage_mine_0026^,^테리문 마법초 캐는 중^,^^,^^,^Picking Taramun Herb^,^^,^^
^gage_mine_0027^,^투랄리움 캐는 중^,^^,^^,^Mining Turalium^,^^,^^
^gage_mine_0028^,^포리온 버섯 캐는 중^,^^,^^,^Picking Poron Mushroom^,^^,^^
^gage_mine_0029^,^피의 꽃 채집 중^,^^,^^,^GatheRing Bloodbloom^,^^,^^
^gage_mine_0030^,^케로움 캐는 중^,^^,^^,^Mining Keroum^,^^,^^
^gage_mine_0031^,^영기 수집 중^,^^,^^,^GatheRing Aura^,^^,^^
^gage_mine_0032^,^신성한 빛 수집 중^,^^,^^,^GatheRing Sacred Light^,^^,^^
^gage_mine_0033^,^신성한 기운 수집 중^,^^,^^,^GatheRing Sacred Energy^,^^,^^
^gage_mine_0034^,^거미줄 채집 중^,^^,^^,^GatheRing Spiderweb^,^^,^^
^gage_open_0001^,^문 여는 중^,^^,^^,^Opening Door^,^^,^^
^gage_open_0002^,^문 열기^,^^,^^,^Opening Door^,^^,^^
^gage_open_0003^,^보물 상자 열기^,^^,^^,^Opening Chest^,^^,^^
^gage_open_0004^,^상자 여는 중^,^^,^^,^Opening^,^^,^^
^gage_open_0005^,^상자 열기^,^^,^^,^Searching Container^,^^,^^
^gage_open_0006^,^상자를 여는 중^,^^,^^,^Opening^,^^,^^
^gage_open_0007^,^여는 중^,^^,^^,^Opening^,^^,^^
^gage_open_0008^,^우리 여는 중^,^^,^^,^Opening Cage^,^^,^^
^gage_open_0009^,^우리 열기^,^^,^^,^Open Cage^,^^,^^
^gage_open_0010^,^유물 상자 열기^,^^,^^,^Opening Relic Box^,^^,^^
^gage_open_0011^,^자물쇠 열기^,^^,^^,^Unlock^,^^,^^
^gage_open_0012^,^철문 여는 중^,^^,^^,^Opening Iron Gate^,^^,^^
^gage_open_0013^,^철창 열기^,^^,^^,^Open Steel Bars^,^^,^^
^gage_open_0014^,^철창문 열기^,^^,^^,^Open Steel Door^,^^,^^
^gage_open_0015^,^신석의 궤 여는 중^,^^,^^,^Opening Stone Chest^,^^,^^
^gage_refair_0001^,^고치기^,^^,^^,^RepaiRing^,^^,^^
^gage_refair_0002^,^덫 보수 중^,^^,^^,^RepaiRing Trap^,^^,^^
^gage_refair_0003^,^벌목꾼 치료 중^,^^,^^,^Treating^,^^,^^
^gage_refair_0004^,^벌목꾼 치료 중^,^^,^^,^Treating^,^^,^^
^gage_refair_0005^,^복구 중^,^^,^^,^RestoRing^,^^,^^
^gage_refair_0006^,^비행석 복구 중^,^^,^^,^RestoRing Statue^,^^,^^
^gage_refair_0007^,^수리 중^,^^,^^,^RepaiRing^,^^,^^
^gage_refair_0008^,^수호석 복구^,^^,^^,^RestoRing Guardian Stone^,^^,^^
^gage_remove_0001^,^거미줄 제거^,^^,^^,^Destroying Spiderweb^,^^,^^
^gage_remove_0002^,^제거 중^,^^,^^,^Removing^,^^,^^
^gage_seal_0001^,^광폭의 힘 봉인 중^,^^,^^,^Sealing Fury^,^^,^^
^gage_seal_0002^,^그림자의 힘 봉인 중^,^^,^^,^Sealing Darkness^,^^,^^
^gage_take_0001^,^눈 받기^,^^,^^,^GatheRing Frost^,^^,^^
^gage_take_0002^,^물고기 잡기^,^^,^^,^Checking Trap^,^^,^^
^gage_collect_0048^,^수거하는 중^,^^,^^,^Collecting^,^^,^^
^gage_remove_0003^,^독초 제거 중^,^^,^^,^Removing^,^^,^^
^gage_collect_0049^,^휘장 수거하는 중^,^^,^^,^Taking Medallion^,^^,^^
^gage_clear_0006^,^해독제 사용 중^,^^,^^,^Using Antidote^,^^,^^
^gage_choice_1^,^선택 중^,^^,^^,^Choosing^,^^,^^
^gage_refair_0009^,^마석 각인 중^,^^,^^,^Engraving Manastone^,^^,^^
^gage_elieum_01^,^엘리움 광석 캐는 중^,^^,^^,^Mining Ellium Ore^,^^,^^
^gage_look_0027^,^유물함 확인 중^,^^,^^,^Checking The Reliquary^,^^,^^
^gage_remove_0004^,^마법진 해제 중^,^^,^^,^Dismissing The Magic Circle^,^^,^^
^gage_collect_0050^,^수거 중^,^^,^^,^Collecting^,^^,^^
^gage_collect_0051^,^구급약 수거 중^,^^,^^,^Collecting The First Aid Kit^,^^,^^
^gage_open_0016^,^점화장치 작동 중^,^^,^^,^Igniting device^,^^,^^
^gage_remove_0005^,^나뭇가지 제거 중^,^^,^^,^CleaRing branches^,^^,^^
^gage_mine_0035^,^아크란 별꽃 채집중^,^^,^^,^GatheRing Aklan flower^,^^,^^
^gage_mine_0036^,^크리스탈 캐는 중^,^^,^^,^Mining Crystal^,^^,^^
^gage_mine_0037^,^포라오니움 캐는 중^,^^,^^,^Mining Poronium^,^^,^^
^gage_break_0011^,^알 파괴하는 중^,^^,^^,^Destroying eggs^,^^,^^
^gage_break_0012^,^식물 파괴하는 중^,^^,^^,^Destroying plants^,^^,^^
^gage_break_0013^,^수정 파괴하는 중^,^^,^^,^Destroying crystal^,^^,^^
^gage_break_0014^,^제단 파괴하는 중^,^^,^^,^Destroying the altar^,^^,^^
^gage_break_0015^,^탑 파괴하는 중^,^^,^^,^Destroying the tower^,^^,^^
^gage_break_0016^,^구덩이 파괴하는 중^,^^,^^,^Destroying the pit^,^^,^^
^gage_fire_0001^,^깃발 불태우는 중^,^^,^^,^Burning the flag^,^^,^^
^gage_break_0017^,^목책 파괴하는 중^,^^,^^,^Breaking the barrier^,^^,^^
^gage_break_0018^,^감옥 문 여는 중^,^^,^^,^Opening the prison door^,^^,^^
^gage_action_0085^,^데모닉 스톤 획득 중^,^^,^^,^AcquiRing Demonic Stone^,^^,^^
^gage_action_0086^,^첫 번째 소문의 진실 확인^,^^,^^,^Check the truth of the first rumor^,^^,^^
^gage_action_0087^,^두 번째 소문의 진실 확인^,^^,^^,^Check the truth of the second rumor^,^^,^^
^gage_action_0088^,^세 번째 소문의 진실 확인^,^^,^^,^Check the truth of the third rumor^,^^,^^
^gage_collect_0052^,^보급품 수거 중^,^^,^^,^Collecting supplies^,^^,^^
^gage_action_0089^,^빛의 정체 확인 중^,^^,^^,^Checking the identity of the light^,^^,^^
^gage_look_0028^,^라비니의 흔적이다^,^^,^^,^It's a sign of Rabbini^,^^,^^
^gage_look_0029^,^라비니가 잠시 머물었던 흔적이다^,^^,^^,^It's a sign tHat Rabbini has stayed for a while.^,^^,^^
^gage_look_0030^,^라비니가 이동한 흔적이다^,^^,^^,^It is a trail tHat Rabbini moved on^,^^,^^
^gage_look_0031^,^누군가 아래로 미끄러진 흔적이다^,^^,^^,^It's a trail tHat someone slipped down^,^^,^^
^gage_look_0032^,^기록의 서 조사 중^,^^,^^,^Investigating records^,^^,^^
^gage_look_0033^,^병의 정체 밝히는 중^,^^,^^,^Identifying the identity of the bottle^,^^,^^
^gage_look_0034^,^룬쿤의 고민에 대해 듣는 중^,^^,^^,^Listening to the troubles of Runcun^,^^,^^
^gage_look_0035^,^예언의 장소에 대해 듣는 중^,^^,^^,^Listening to the place of prophecy^,^^,^^
^gage_week_0001^,^달의 보석 조작하기^,^^,^^,^Manipulating the Jewel of the Moon^,^^,^^
^gage_week_0002^,^불의 보석 조작하기^,^^,^^,^Manipulating the Jewel of Fire^,^^,^^
^gage_week_0003^,^물의 보석 조작하기^,^^,^^,^Manipulating the Jewel of Water^,^^,^^
^gage_week_0004^,^나무의 보석 조작하기^,^^,^^,^Manipulating the Jewel of Wood^,^^,^^
^gage_week_0005^,^금의 보석 조작하기^,^^,^^,^Manipulating the Jewel of Gold^,^^,^^
^gage_week_0006^,^흙의 보석 조작하기^,^^,^^,^Manipulating the Jewel of the Earth^,^^,^^
^gage_week_0007^,^해의 보석 조작하기^,^^,^^,^Manipulating the Jewel of the Sun^,^^,^^
^gage_week_0008^,^휴식 시간 종료 중^,^^,^^,^End of break^,^^,^^
^gage_wakeup_0001^,^케플리 싱어 깨우는 중^,^^,^^,^Wake up Singer^,^^,^^
^gage_heal_0001^,^응급처치 중^,^^,^^,^First Aid^,^^,^^
^gage_summer_0001^,^오리배에 시동거는 중^,^^,^^,^Ducks on Boat^,^^,^^
^gage_summer_0002^,^수박을 쪼개서 맛보는 중^,^^,^^,^Eating Watermelons^,^^,^^
^gage_summer_0003^,^공중 현수막을 흔들어 보는 중^,^^,^^,^Shaking the Card^,^^,^^
^gage_open_0017^,^고대의 서 여는 중^,^^,^^,^Opening Ancient Book^,^^,^^
^gage_action_0090^,^거대 석궁에 화살 채우는 중^,^^,^^,^Reloading Ballista^,^^,^^
^gage_action_0091^,^마정석 점령 중^,^^,^^,^Occupying Marble Stone^,^^,^^
^gage_mine_0038^,^빛나는 펠리시움 광맥 캐는 중^,^^,^^,^GatheRing Shining Felicite Vein^,^^,^^
^gage_mine_0039^,^순도 높은 펠리시움 광맥 캐는 중^,^^,^^,^GatheRing High-Quality Felicite Vein^,^^,^^
^gage_mine_0040^,^펠리시움 광맥 캐는 중^,^^,^^,^GatheRing Felicite Vein^,^^,^^
^gage_mine_0041^,^빛나는 아다만티움 광맥 캐는 중^,^^,^^,^GatheRing Shining Adamantium Vein^,^^,^^
^gage_mine_0042^,^순도 높은 아다만티움 광맥 캐는 중^,^^,^^,^GatheRing High-Quality Adamantium Vein^,^^,^^
^gage_mine_0043^,^아다만티움 캐는 중^,^^,^^,^GatheRing Adamantium Vein^,^^,^^
^gage_mine_0044^,^빛나는 에메랄드 광맥 캐는 중^,^^,^^,^GatheRing Shining Emerald Vein^,^^,^^
^gage_mine_0045^,^순도 높은 에메랄드 캐는 중^,^^,^^,^GatheRing High-Quality Emerald Vein^,^^,^^
^gage_mine_0046^,^에메랄드 캐는 중^,^^,^^,^GatheRing Emerald Vein^,^^,^^
^gage_e02_0001^,^^,^^,^^,^Making Snowballs^,^^,^^
^gage_dog_0001^,^^,^^,^^,^Winter Falling^,^^,^^
^gage_xmas_0001^,^^,^^,^^,^Opening Christmas Box^,^^,^^
^gage_xmas_0002^,^^,^^,^^,^Checking Christmas Sleigh^,^^,^^
^gage_d94_0001^,^^,^^,^^,^Stealing^,^^,^^
